StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,P1,P2,P3
1/24/2019 7:58,1/24/2019 8:00,IP Address,,100,1050,TRUE,1/24/2019 8:00,R_1NbmSsJFbvlobzo,,,,"$67,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,No Change,Scenario A,Scenario A,Scenario A,Yes,Urban ,2
1/24/2019 9:34,1/24/2019 9:35,IP Address,,100,245,TRUE,1/24/2019 9:35,R_3G6V4a30ROETZ82,,,,"$70,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,No Change,Yes,Urban ,0
1/24/2019 12:03,1/24/2019 12:05,IP Address,,100,1100,TRUE,1/24/2019 12:05,R_1ltb0khnqIMkNup,,,,"$56,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario A,No Change,Scenario A,Yes,Urban ,0
1/24/2019 13:52,1/24/2019 13:55,IP Address,,100,1125,TRUE,1/24/2019 13:55,R_1pJzinB7wEIXBms,,,,"$58,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,Scenario A,No Change,No Change,No Change,Yes,Rural ,0
1/24/2019 14:13,1/24/2019 14:15,IP Address,,100,6523,TRUE,1/24/2019 14:15,R_3dLWE3qrUs508Si,,,,"$59,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario A,No Change,No,Rural ,3
1/24/2019 15:46,1/24/2019 15:49,IP Address,,100,1175,TRUE,1/24/2019 15:49,R_2YlzlB4NmAuJqPK,,,,"$64,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario B,No,Urban ,4
1/24/2019 17:16,1/24/2019 17:18,IP Address,,100,1200,TRUE,1/24/2019 17:18,R_2PBw2NGyR1F9Mqh,,,,"$66,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario A,Scenario A,No,Rural ,0
1/24/2019 17:58,1/24/2019 18:02,IP Address,,100,1225,TRUE,1/24/2019 18:02,R_2SDArB05mfX458b,,,,"$66,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario A,Scenario A,Scenario A,No,Urban ,0
1/24/2019 18:05,1/24/2019 18:06,IP Address,,100,1250,TRUE,1/24/2019 18:06,R_XCgIoQ0OV6myVnr,,,,"$67,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,No Change,No Change,No Change,No Change,Yes,Urban ,0
1/24/2019 18:41,1/24/2019 18:44,IP Address,,100,1275,TRUE,1/24/2019 18:44,R_3EnB0tVEEmkBrua,,,,"$67,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario A,Scenario A,Scenario B,Scenario B,No,Urban ,more than 5
1/24/2019 20:34,1/24/2019 20:36,IP Address,,100,1300,TRUE,1/24/2019 20:37,R_PXkZYGmhJxKcvfz,,,,"$70,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario A,No,Urban ,0
1/24/2019 20:38,1/24/2019 20:39,IP Address,,100,1325,TRUE,1/24/2019 20:39,R_3L7KiJlhEXLTNfX,,,,"$72,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,Yes,Urban ,3
1/24/2019 7:14,1/24/2019 7:17,IP Address,,100,1350,TRUE,1/24/2019 7:17,R_3I8NPU9LM2xG0yB,,,,"$72,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario B,Scenario A,Scenario A,No Change,No,Rural ,2
1/24/2019 7:58,1/24/2019 8:00,IP Address,,100,1375,TRUE,1/24/2019 8:00,R_1NbmSsJFbvlobzo,,,,"$73,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,No Change,Scenario A,Scenario A,Scenario A,Yes,Urban ,more than 5
1/24/2019 9:34,1/24/2019 9:35,IP Address,,100,1400,TRUE,1/24/2019 9:35,R_3G6V4a30ROETZ82,,,,"$77,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario B,Yes,Urban ,4
1/24/2019 12:03,1/24/2019 12:05,IP Address,,100,99,TRUE,1/24/2019 12:05,R_1ltb0khnqIMkNup,,,,"$80,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario A,No Change,Scenario A,Yes,Rural ,0
1/24/2019 13:52,1/24/2019 13:55,IP Address,,100,1450,TRUE,1/24/2019 13:55,R_1pJzinB7wEIXBms,,,,"$81,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,Scenario A,No Change,No Change,No Change,Yes,Rural ,0
1/24/2019 14:13,1/24/2019 14:15,IP Address,,100,1475,TRUE,1/24/2019 14:15,R_3dLWE3qrUs508Si,,,,"$84,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario A,No Change,No,Urban ,3
1/24/2019 15:46,1/24/2019 15:49,IP Address,,100,1500,TRUE,1/24/2019 15:49,R_2YlzlB4NmAuJqPK,,,,"$84,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario B,No,Rural ,4
1/24/2019 17:16,1/24/2019 17:18,IP Address,,100,35,TRUE,1/24/2019 17:18,R_2PBw2NGyR1F9Mqh,,,,"$94,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario A,Scenario A,No,Urban ,0
1/24/2019 17:58,1/24/2019 18:02,IP Address,,100,1550,TRUE,1/24/2019 18:02,R_2SDArB05mfX458b,,,,"$94,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario A,Scenario A,Scenario A,No,Urban ,0
1/24/2019 18:05,1/24/2019 18:06,IP Address,,100,1575,TRUE,1/24/2019 18:06,R_XCgIoQ0OV6myVnr,,,,"$95,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,No Change,No Change,No Change,No Change,Yes,Urban ,0
1/24/2019 18:41,1/24/2019 18:44,IP Address,,100,12,TRUE,1/24/2019 18:44,R_3EnB0tVEEmkBrua,,,,"$107,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario A,Scenario A,Scenario B,Scenario B,No,Urban ,4
1/24/2019 20:34,1/24/2019 20:36,IP Address,,100,1625,TRUE,1/24/2019 20:37,R_PXkZYGmhJxKcvfz,,,,"$109,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario A,No,Urban ,2
1/24/2019 20:38,1/24/2019 20:39,IP Address,,100,1650,TRUE,1/24/2019 20:39,R_3L7KiJlhEXLTNfX,,,,"$122,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,Yes,Urban ,more than 5
1/24/2019 7:14,1/24/2019 7:17,IP Address,,100,1675,TRUE,1/24/2019 7:17,R_3I8NPU9LM2xG0yB,,,,"$128,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario B,Scenario A,Scenario A,No Change,No,Urban ,2
1/24/2019 7:58,1/24/2019 8:00,IP Address,,100,1700,TRUE,1/24/2019 8:00,R_1NbmSsJFbvlobzo,,,,"$131,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,No Change,Scenario A,Scenario A,Scenario A,Yes,Rural ,2
1/24/2019 9:34,1/24/2019 9:35,IP Address,,100,1725,TRUE,1/24/2019 9:35,R_3G6V4a30ROETZ82,,,,"$197,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario B,Yes,Rural ,more than 5
1/24/2019 12:03,1/24/2019 12:05,IP Address,,100,1750,TRUE,1/24/2019 12:05,R_1ltb0khnqIMkNup,,,,"$199,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario A,No Change,Scenario A,Yes,Urban ,0
1/24/2019 13:52,1/24/2019 13:55,IP Address,,100,1775,TRUE,1/24/2019 13:55,R_1pJzinB7wEIXBms,,,,"$203,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,Scenario A,No Change,No Change,No Change,Yes,Rural ,0
1/24/2019 14:13,1/24/2019 14:15,IP Address,,100,1800,TRUE,1/24/2019 14:15,R_3dLWE3qrUs508Si,,,,"$203,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario A,Scenario B,No,Urban ,more than 5
1/24/2019 15:46,1/24/2019 15:49,IP Address,,100,1825,TRUE,1/24/2019 15:49,R_2YlzlB4NmAuJqPK,,,,"$205,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario B,No,Urban ,more than 5
1/24/2019 17:16,1/24/2019 17:18,IP Address,,100,1850,TRUE,1/24/2019 17:18,R_2PBw2NGyR1F9Mqh,,,,"$206,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario A,Scenario A,No,Urban ,0
1/24/2019 17:58,1/24/2019 18:02,IP Address,,100,55,TRUE,1/24/2019 18:02,R_2SDArB05mfX458b,,,,"$209,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario A,Scenario A,Scenario A,No,Urban ,0
1/24/2019 18:05,1/24/2019 18:06,IP Address,,100,1900,TRUE,1/24/2019 18:06,R_XCgIoQ0OV6myVnr,,,,"$227,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,No Change,No Change,No Change,No Change,Yes,Urban ,1
1/24/2019 18:41,1/24/2019 18:44,IP Address,,100,1925,TRUE,1/24/2019 18:44,R_3EnB0tVEEmkBrua,,,,"$257,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario A,Scenario A,Scenario B,Scenario B,No,Rural ,more than 5
1/24/2019 20:34,1/24/2019 20:36,IP Address,,100,1950,TRUE,1/24/2019 20:37,R_PXkZYGmhJxKcvfz,,,,"$282,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario A,No,Urban ,1
1/24/2019 20:38,1/24/2019 20:39,IP Address,,100,1975,TRUE,1/24/2019 20:39,R_3L7KiJlhEXLTNfX,,,,"$285,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,Yes,Urban ,more than 5
1/24/2019 7:14,1/24/2019 7:17,IP Address,,100,2000,TRUE,1/24/2019 7:17,R_3I8NPU9LM2xG0yB,,,,"$311,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario B,Scenario A,Scenario A,Scenario B,No,Rural ,4
1/24/2019 7:58,1/24/2019 8:00,IP Address,,100,2025,TRUE,1/24/2019 8:00,R_1NbmSsJFbvlobzo,,,,"$315,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,No Change,Scenario A,Scenario A,Scenario A,Yes,Rural ,2
1/24/2019 9:34,1/24/2019 9:35,IP Address,,100,95,TRUE,1/24/2019 9:35,R_3G6V4a30ROETZ82,,,,"$318,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,Yes,Urban ,4
1/24/2019 12:03,1/24/2019 12:05,IP Address,,100,23,TRUE,1/24/2019 12:05,R_1ltb0khnqIMkNup,,,,"$336,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario B,No Change,Scenario B,Yes,Rural ,more than 5
1/24/2019 13:52,1/24/2019 13:55,IP Address,,100,2100,TRUE,1/24/2019 13:55,R_1pJzinB7wEIXBms,,,,"$337,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,Scenario A,Scenario B,No Change,Scenario B,Yes,Urban ,4
1/24/2019 14:13,1/24/2019 14:15,IP Address,,100,2125,TRUE,1/24/2019 14:15,R_3dLWE3qrUs508Si,,,,"$346,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario A,No Change,No,Urban ,1
1/24/2019 15:46,1/24/2019 15:49,IP Address,,100,2150,TRUE,1/24/2019 15:49,R_2YlzlB4NmAuJqPK,,,,"$368,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario B,No,Urban ,more than 5
1/24/2019 17:16,1/24/2019 17:18,IP Address,,100,2175,TRUE,1/24/2019 17:18,R_2PBw2NGyR1F9Mqh,,,,"$387,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario A,Scenario A,No,Urban ,1
1/24/2019 17:58,1/24/2019 18:02,IP Address,,100,2200,TRUE,1/24/2019 18:02,R_2SDArB05mfX458b,,,,"$396,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario B,Scenario A,Scenario A,No,Urban ,1
1/24/2019 18:05,1/24/2019 18:06,IP Address,,100,2225,TRUE,1/24/2019 18:06,R_XCgIoQ0OV6myVnr,,,,"$402,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,No Change,Scenario B,No Change,No Change,Yes,Urban ,1
1/24/2019 18:41,1/24/2019 18:44,IP Address,,100,2250,TRUE,1/24/2019 18:44,R_3EnB0tVEEmkBrua,,,,"$403,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario A,Scenario B,Scenario B,Scenario B,No,Urban ,2
1/24/2019 20:34,1/24/2019 20:36,IP Address,,100,2275,TRUE,1/24/2019 20:37,R_PXkZYGmhJxKcvfz,,,,"$448,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario A,No,Rural ,2
1/24/2019 20:38,1/24/2019 20:39,IP Address,,100,2300,TRUE,1/24/2019 20:39,R_3L7KiJlhEXLTNfX,,,,"$454,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,Yes,Rural ,3
